"label","n","parent","id"
"Mauritius",7,"total -  Game Show","total -  Game Show  -  Mauritius"
"Mauritius",3,"total -  History","total -  History  -  Mauritius"
"Mauritius",30,"total -  Horror","total -  Horror  -  Mauritius"
"Mauritius",2,"total -  Music","total -  Music  -  Mauritius"
"Mauritius",2,"total -  Musical","total -  Musical  -  Mauritius"
"Mauritius",58,"total -  Mystery","total -  Mystery  -  Mauritius"
"Mauritius",16,"total -  Reality TV","total -  Reality TV  -  Mauritius"
"Mauritius",92,"total -  Romance","total -  Romance  -  Mauritius"
"Mauritius",40,"total -  Sci Fi","total -  Sci Fi  -  Mauritius"
"Mauritius",9,"total -  Sport","total -  Sport  -  Mauritius"
"Mauritius",9,"total -  Talk Show","total -  Talk Show  -  Mauritius"
"Mauritius",64,"total -  Thriller","total -  Thriller  -  Mauritius"
"Mauritius",1,"total -  War","total -  War  -  Mauritius"
"Mauritius",2,"total -  Western","total -  Western  -  Mauritius"
"Mexico",125,"total -  Action","total -  Action  -  Mexico"
"Mexico",1,"total -  Adult","total -  Adult  -  Mexico"
"Mexico",135,"total -  Adventure","total -  Adventure  -  Mexico"
"Mexico",88,"total -  Animation","total -  Animation  -  Mexico"
"Mexico",5,"total -  Biography","total -  Biography  -  Mexico"
"Mexico",217,"total -  Comedy","total -  Comedy  -  Mexico"
"Mexico",102,"total -  Crime","total -  Crime  -  Mexico"
"Mexico",12,"total -  Documentary","total -  Documentary  -  Mexico"
"Mexico",331,"total -  Drama","total -  Drama  -  Mexico"
"Mexico",20,"total -  Family","total -  Family  -  Mexico"
"Mexico",39,"total -  Fantasy","total -  Fantasy  -  Mexico"
"Mexico",2,"total -  Film Noir","total -  Film Noir  -  Mexico"
"Mexico",3,"total -  History","total -  History  -  Mexico"
"Mexico",29,"total -  Horror","total -  Horror  -  Mexico"
"Mexico",19,"total -  Music","total -  Music  -  Mexico"
"Mexico",5,"total -  Musical","total -  Musical  -  Mexico"
"Mexico",42,"total -  Mystery","total -  Mystery  -  Mexico"
"Mexico",2,"total -  Reality TV","total -  Reality TV  -  Mexico"
"Mexico",107,"total -  Romance","total -  Romance  -  Mexico"
"Mexico",20,"total -  Sci Fi","total -  Sci Fi  -  Mexico"
"Mexico",11,"total -  Sport","total -  Sport  -  Mexico"
"Mexico",6,"total -  Talk Show","total -  Talk Show  -  Mexico"
"Mexico",57,"total -  Thriller","total -  Thriller  -  Mexico"
"Mexico",2,"total -  War","total -  War  -  Mexico"
"Mexico",2,"total -  Western","total -  Western  -  Mexico"
"Morocco",251,"total -  Action","total -  Action  -  Morocco"
"Morocco",98,"total -  Adventure","total -  Adventure  -  Morocco"
"Morocco",30,"total -  Animation","total -  Animation  -  Morocco"
"Morocco",4,"total -  Biography","total -  Biography  -  Morocco"
"Morocco",160,"total -  Comedy","total -  Comedy  -  Morocco"
"Morocco",195,"total -  Crime","total -  Crime  -  Morocco"
"Morocco",15,"total -  Documentary","total -  Documentary  -  Morocco"
"Morocco",363,"total -  Drama","total -  Drama  -  Morocco"
"Morocco",14,"total -  Family","total -  Family  -  Morocco"
"Morocco",36,"total -  Fantasy","total -  Fantasy  -  Morocco"
"Morocco",3,"total -  Film Noir","total -  Film Noir  -  Morocco"
"Morocco",5,"total -  Game Show","total -  Game Show  -  Morocco"
"Morocco",9,"total -  History","total -  History  -  Morocco"
"Morocco",30,"total -  Horror","total -  Horror  -  Morocco"
"Morocco",2,"total -  Music","total -  Music  -  Morocco"
"Morocco",1,"total -  Musical","total -  Musical  -  Morocco"
"Morocco",57,"total -  Mystery","total -  Mystery  -  Morocco"
"Morocco",11,"total -  Reality TV","total -  Reality TV  -  Morocco"
"Morocco",76,"total -  Romance","total -  Romance  -  Morocco"
"Morocco",29,"total -  Sci Fi","total -  Sci Fi  -  Morocco"
"Morocco",11,"total -  Sport","total -  Sport  -  Morocco"
"Morocco",7,"total -  Talk Show","total -  Talk Show  -  Morocco"
"Morocco",92,"total -  Thriller","total -  Thriller  -  Morocco"
"Morocco",3,"total -  War","total -  War  -  Morocco"
"Morocco",6,"total -  Western","total -  Western  -  Morocco"
"Netherlands",166,"total -  Action","total -  Action  -  Netherlands"
"Netherlands",1,"total -  Adult","total -  Adult  -  Netherlands"
"Netherlands",124,"total -  Adventure","total -  Adventure  -  Netherlands"
"Netherlands",55,"total -  Animation","total -  Animation  -  Netherlands"
"Netherlands",17,"total -  Biography","total -  Biography  -  Netherlands"
"Netherlands",160,"total -  Comedy","total -  Comedy  -  Netherlands"
"Netherlands",153,"total -  Crime","total -  Crime  -  Netherlands"
"Netherlands",27,"total -  Documentary","total -  Documentary  -  Netherlands"
"Netherlands",331,"total -  Drama","total -  Drama  -  Netherlands"
"Netherlands",23,"total -  Family","total -  Family  -  Netherlands"
"Netherlands",44,"total -  Fantasy","total -  Fantasy  -  Netherlands"
"Netherlands",3,"total -  Film Noir","total -  Film Noir  -  Netherlands"
"Netherlands",6,"total -  Game Show","total -  Game Show  -  Netherlands"
"Netherlands",5,"total -  History","total -  History  -  Netherlands"
"Netherlands",27,"total -  Horror","total -  Horror  -  Netherlands"
"Netherlands",3,"total -  Musical","total -  Musical  -  Netherlands"
"Netherlands",51,"total -  Mystery","total -  Mystery  -  Netherlands"
"Netherlands",17,"total -  Reality TV","total -  Reality TV  -  Netherlands"
"Netherlands",86,"total -  Romance","total -  Romance  -  Netherlands"
"Netherlands",29,"total -  Sci Fi","total -  Sci Fi  -  Netherlands"
"Netherlands",13,"total -  Sport","total -  Sport  -  Netherlands"
"Netherlands",10,"total -  Talk Show","total -  Talk Show  -  Netherlands"
"Netherlands",57,"total -  Thriller","total -  Thriller  -  Netherlands"
"Netherlands",7,"total -  War","total -  War  -  Netherlands"
"Netherlands",7,"total -  Western","total -  Western  -  Netherlands"
"New Caledonia",262,"total -  Action","total -  Action  -  New Caledonia"
"New Caledonia",135,"total -  Adventure","total -  Adventure  -  New Caledonia"
"New Caledonia",57,"total -  Animation","total -  Animation  -  New Caledonia"
"New Caledonia",5,"total -  Biography","total -  Biography  -  New Caledonia"
"New Caledonia",136,"total -  Comedy","total -  Comedy  -  New Caledonia"
"New Caledonia",161,"total -  Crime","total -  Crime  -  New Caledonia"
"New Caledonia",16,"total -  Documentary","total -  Documentary  -  New Caledonia"
"New Caledonia",336,"total -  Drama","total -  Drama  -  New Caledonia"
"New Caledonia",21,"total -  Family","total -  Family  -  New Caledonia"
"New Caledonia",60,"total -  Fantasy","total -  Fantasy  -  New Caledonia"
"New Caledonia",2,"total -  Film Noir","total -  Film Noir  -  New Caledonia"
"New Caledonia",2,"total -  Game Show","total -  Game Show  -  New Caledonia"
"New Caledonia",5,"total -  History","total -  History  -  New Caledonia"
"New Caledonia",31,"total -  Horror","total -  Horror  -  New Caledonia"
"New Caledonia",14,"total -  Music","total -  Music  -  New Caledonia"
"New Caledonia",3,"total -  Musical","total -  Musical  -  New Caledonia"
"New Caledonia",37,"total -  Mystery","total -  Mystery  -  New Caledonia"
"New Caledonia",6,"total -  Reality TV","total -  Reality TV  -  New Caledonia"
"New Caledonia",55,"total -  Romance","total -  Romance  -  New Caledonia"
"New Caledonia",44,"total -  Sci Fi","total -  Sci Fi  -  New Caledonia"
"New Caledonia",9,"total -  Sport","total -  Sport  -  New Caledonia"
"New Caledonia",4,"total -  Talk Show","total -  Talk Show  -  New Caledonia"
"New Caledonia",67,"total -  Thriller","total -  Thriller  -  New Caledonia"
"New Caledonia",3,"total -  War","total -  War  -  New Caledonia"
"New Caledonia",2,"total -  Western","total -  Western  -  New Caledonia"
"New Zealand",199,"total -  Action","total -  Action  -  New Zealand"
"New Zealand",1,"total -  Adult","total -  Adult  -  New Zealand"
"New Zealand",124,"total -  Adventure","total -  Adventure  -  New Zealand"
"New Zealand",66,"total -  Animation","total -  Animation  -  New Zealand"
"New Zealand",21,"total -  Biography","total -  Biography  -  New Zealand"
"New Zealand",169,"total -  Comedy","total -  Comedy  -  New Zealand"
"New Zealand",142,"total -  Crime","total -  Crime  -  New Zealand"
"New Zealand",30,"total -  Documentary","total -  Documentary  -  New Zealand"
"New Zealand",287,"total -  Drama","total -  Drama  -  New Zealand"
"New Zealand",24,"total -  Family","total -  Family  -  New Zealand"
"New Zealand",35,"total -  Fantasy","total -  Fantasy  -  New Zealand"
"New Zealand",2,"total -  Film Noir","total -  Film Noir  -  New Zealand"
"New Zealand",8,"total -  Game Show","total -  Game Show  -  New Zealand"
"New Zealand",6,"total -  History","total -  History  -  New Zealand"
"New Zealand",32,"total -  Horror","total -  Horror  -  New Zealand"
"New Zealand",5,"total -  Music","total -  Music  -  New Zealand"
"New Zealand",1,"total -  Musical","total -  Musical  -  New Zealand"
"New Zealand",45,"total -  Mystery","total -  Mystery  -  New Zealand"
"New Zealand",27,"total -  Reality TV","total -  Reality TV  -  New Zealand"
"New Zealand",60,"total -  Romance","total -  Romance  -  New Zealand"
"New Zealand",38,"total -  Sci Fi","total -  Sci Fi  -  New Zealand"
"New Zealand",13,"total -  Sport","total -  Sport  -  New Zealand"
"New Zealand",9,"total -  Talk Show","total -  Talk Show  -  New Zealand"
"New Zealand",67,"total -  Thriller","total -  Thriller  -  New Zealand"
"New Zealand",7,"total -  War","total -  War  -  New Zealand"
"New Zealand",10,"total -  Western","total -  Western  -  New Zealand"
"Nicaragua",134,"total -  Action","total -  Action  -  Nicaragua"
"Nicaragua",1,"total -  Adult","total -  Adult  -  Nicaragua"
"Nicaragua",86,"total -  Adventure","total -  Adventure  -  Nicaragua"
"Nicaragua",42,"total -  Animation","total -  Animation  -  Nicaragua"
"Nicaragua",1,"total -  Biography","total -  Biography  -  Nicaragua"
"Nicaragua",192,"total -  Comedy","total -  Comedy  -  Nicaragua"
"Nicaragua",99,"total -  Crime","total -  Crime  -  Nicaragua"
"Nicaragua",13,"total -  Documentary","total -  Documentary  -  Nicaragua"
"Nicaragua",313,"total -  Drama","total -  Drama  -  Nicaragua"
"Nicaragua",17,"total -  Family","total -  Family  -  Nicaragua"
"Nicaragua",36,"total -  Fantasy","total -  Fantasy  -  Nicaragua"
"Nicaragua",2,"total -  Film Noir","total -  Film Noir  -  Nicaragua"
"Nicaragua",1,"total -  History","total -  History  -  Nicaragua"
"Nicaragua",26,"total -  Horror","total -  Horror  -  Nicaragua"
"Nicaragua",33,"total -  Music","total -  Music  -  Nicaragua"
"Nicaragua",1,"total -  Musical","total -  Musical  -  Nicaragua"
"Nicaragua",39,"total -  Mystery","total -  Mystery  -  Nicaragua"
"Nicaragua",3,"total -  Reality TV","total -  Reality TV  -  Nicaragua"
"Nicaragua",119,"total -  Romance","total -  Romance  -  Nicaragua"
"Nicaragua",16,"total -  Sci Fi","total -  Sci Fi  -  Nicaragua"
"Nicaragua",10,"total -  Sport","total -  Sport  -  Nicaragua"
"Nicaragua",5,"total -  Talk Show","total -  Talk Show  -  Nicaragua"
"Nicaragua",65,"total -  Thriller","total -  Thriller  -  Nicaragua"
"Nicaragua",2,"total -  War","total -  War  -  Nicaragua"
"Nicaragua",3,"total -  Western","total -  Western  -  Nicaragua"
"Nigeria",182,"total -  Action","total -  Action  -  Nigeria"
"Nigeria",2,"total -  Adult","total -  Adult  -  Nigeria"
"Nigeria",70,"total -  Adventure","total -  Adventure  -  Nigeria"
"Nigeria",7,"total -  Animation","total -  Animation  -  Nigeria"
"Nigeria",9,"total -  Biography","total -  Biography  -  Nigeria"
"Nigeria",135,"total -  Comedy","total -  Comedy  -  Nigeria"
"Nigeria",146,"total -  Crime","total -  Crime  -  Nigeria"
"Nigeria",11,"total -  Documentary","total -  Documentary  -  Nigeria"
"Nigeria",351,"total -  Drama","total -  Drama  -  Nigeria"
"Nigeria",11,"total -  Family","total -  Family  -  Nigeria"
"Nigeria",40,"total -  Fantasy","total -  Fantasy  -  Nigeria"
"Nigeria",4,"total -  Film Noir","total -  Film Noir  -  Nigeria"
"Nigeria",6,"total -  Game Show","total -  Game Show  -  Nigeria"
"Nigeria",12,"total -  History","total -  History  -  Nigeria"
"Nigeria",19,"total -  Horror","total -  Horror  -  Nigeria"
"Nigeria",1,"total -  Musical","total -  Musical  -  Nigeria"
"Nigeria",67,"total -  Mystery","total -  Mystery  -  Nigeria"
"Nigeria",10,"total -  Reality TV","total -  Reality TV  -  Nigeria"
"Nigeria",109,"total -  Romance","total -  Romance  -  Nigeria"
"Nigeria",36,"total -  Sci Fi","total -  Sci Fi  -  Nigeria"
"Nigeria",9,"total -  Sport","total -  Sport  -  Nigeria"
"Nigeria",12,"total -  Talk Show","total -  Talk Show  -  Nigeria"
"Nigeria",59,"total -  Thriller","total -  Thriller  -  Nigeria"
"Nigeria",2,"total -  War","total -  War  -  Nigeria"
"Nigeria",5,"total -  Western","total -  Western  -  Nigeria"
"Norway",183,"total -  Action","total -  Action  -  Norway"
"Norway",130,"total -  Adventure","total -  Adventure  -  Norway"
"Norway",46,"total -  Animation","total -  Animation  -  Norway"
"Norway",15,"total -  Biography","total -  Biography  -  Norway"
"Norway",182,"total -  Comedy","total -  Comedy  -  Norway"
"Norway",140,"total -  Crime","total -  Crime  -  Norway"
"Norway",30,"total -  Documentary","total -  Documentary  -  Norway"
"Norway",341,"total -  Drama","total -  Drama  -  Norway"
"Norway",25,"total -  Family","total -  Family  -  Norway"
"Norway",44,"total -  Fantasy","total -  Fantasy  -  Norway"
"Norway",3,"total -  Film Noir","total -  Film Noir  -  Norway"
"Norway",6,"total -  Game Show","total -  Game Show  -  Norway"
"Norway",13,"total -  History","total -  History  -  Norway"
"Norway",22,"total -  Horror","total -  Horror  -  Norway"
"Norway",3,"total -  Music","total -  Music  -  Norway"
"Norway",1,"total -  Musical","total -  Musical  -  Norway"
"Norway",46,"total -  Mystery","total -  Mystery  -  Norway"
"Norway",24,"total -  Reality TV","total -  Reality TV  -  Norway"
"Norway",104,"total -  Romance","total -  Romance  -  Norway"
"Norway",24,"total -  Sci Fi","total -  Sci Fi  -  Norway"
"Norway",13,"total -  Sport","total -  Sport  -  Norway"
"Norway",8,"total -  Talk Show","total -  Talk Show  -  Norway"
"Norway",53,"total -  Thriller","total -  Thriller  -  Norway"
"Norway",9,"total -  War","total -  War  -  Norway"
"Norway",10,"total -  Western","total -  Western  -  Norway"
"Oman",196,"total -  Action","total -  Action  -  Oman"
"Oman",2,"total -  Adult","total -  Adult  -  Oman"
"Oman",102,"total -  Adventure","total -  Adventure  -  Oman"
"Oman",18,"total -  Animation","total -  Animation  -  Oman"
"Oman",7,"total -  Biography","total -  Biography  -  Oman"
"Oman",115,"total -  Comedy","total -  Comedy  -  Oman"
"Oman",125,"total -  Crime","total -  Crime  -  Oman"
"Oman",11,"total -  Documentary","total -  Documentary  -  Oman"
"Oman",278,"total -  Drama","total -  Drama  -  Oman"
"Oman",18,"total -  Family","total -  Family  -  Oman"
"Oman",45,"total -  Fantasy","total -  Fantasy  -  Oman"
"Oman",3,"total -  Film Noir","total -  Film Noir  -  Oman"
"Oman",2,"total -  Game Show","total -  Game Show  -  Oman"
"Oman",4,"total -  History","total -  History  -  Oman"
"Oman",37,"total -  Horror","total -  Horror  -  Oman"
"Oman",2,"total -  Musical","total -  Musical  -  Oman"
"Oman",43,"total -  Mystery","total -  Mystery  -  Oman"
"Oman",4,"total -  Reality TV","total -  Reality TV  -  Oman"
"Oman",58,"total -  Romance","total -  Romance  -  Oman"
"Oman",22,"total -  Sci Fi","total -  Sci Fi  -  Oman"
"Oman",7,"total -  Sport","total -  Sport  -  Oman"
"Oman",6,"total -  Talk Show","total -  Talk Show  -  Oman"
"Oman",78,"total -  Thriller","total -  Thriller  -  Oman"
"Oman",3,"total -  War","total -  War  -  Oman"
"Oman",4,"total -  Western","total -  Western  -  Oman"
"Pakistan",291,"total -  Action","total -  Action  -  Pakistan"
"Pakistan",2,"total -  Adult","total -  Adult  -  Pakistan"
"Pakistan",104,"total -  Adventure","total -  Adventure  -  Pakistan"
"Pakistan",26,"total -  Animation","total -  Animation  -  Pakistan"
"Pakistan",150,"total -  Comedy","total -  Comedy  -  Pakistan"
"Pakistan",230,"total -  Crime","total -  Crime  -  Pakistan"
"Pakistan",10,"total -  Documentary","total -  Documentary  -  Pakistan"
"Pakistan",378,"total -  Drama","total -  Drama  -  Pakistan"
"Pakistan",15,"total -  Family","total -  Family  -  Pakistan"
"Pakistan",42,"total -  Fantasy","total -  Fantasy  -  Pakistan"
"Pakistan",2,"total -  Film Noir","total -  Film Noir  -  Pakistan"
"Pakistan",2,"total -  Game Show","total -  Game Show  -  Pakistan"
"Pakistan",1,"total -  History","total -  History  -  Pakistan"
"Pakistan",36,"total -  Horror","total -  Horror  -  Pakistan"
"Pakistan",2,"total -  Music","total -  Music  -  Pakistan"
"Pakistan",2,"total -  Musical","total -  Musical  -  Pakistan"
"Pakistan",84,"total -  Mystery","total -  Mystery  -  Pakistan"
"Pakistan",2,"total -  Reality TV","total -  Reality TV  -  Pakistan"
"Pakistan",48,"total -  Romance","total -  Romance  -  Pakistan"
"Pakistan",44,"total -  Sci Fi","total -  Sci Fi  -  Pakistan"
"Pakistan",5,"total -  Sport","total -  Sport  -  Pakistan"
"Pakistan",12,"total -  Talk Show","total -  Talk Show  -  Pakistan"
"Pakistan",86,"total -  Thriller","total -  Thriller  -  Pakistan"
"Pakistan",2,"total -  War","total -  War  -  Pakistan"
"Pakistan",1,"total -  Western","total -  Western  -  Pakistan"
"Panama",148,"total -  Action","total -  Action  -  Panama"
"Panama",109,"total -  Adventure","total -  Adventure  -  Panama"
"Panama",59,"total -  Animation","total -  Animation  -  Panama"
"Panama",5,"total -  Biography","total -  Biography  -  Panama"
"Panama",188,"total -  Comedy","total -  Comedy  -  Panama"
"Panama",121,"total -  Crime","total -  Crime  -  Panama"
"Panama",15,"total -  Documentary","total -  Documentary  -  Panama"
"Panama",324,"total -  Drama","total -  Drama  -  Panama"
"Panama",16,"total -  Family","total -  Family  -  Panama"
"Panama",37,"total -  Fantasy","total -  Fantasy  -  Panama"
"Panama",2,"total -  Film Noir","total -  Film Noir  -  Panama"
"Panama",3,"total -  Game Show","total -  Game Show  -  Panama"
"Panama",3,"total -  History","total -  History  -  Panama"
"Panama",28,"total -  Horror","total -  Horror  -  Panama"
"Panama",25,"total -  Music","total -  Music  -  Panama"
"Panama",3,"total -  Musical","total -  Musical  -  Panama"
"Panama",34,"total -  Mystery","total -  Mystery  -  Panama"
"Panama",5,"total -  Reality TV","total -  Reality TV  -  Panama"
"Panama",120,"total -  Romance","total -  Romance  -  Panama"
"Panama",16,"total -  Sci Fi","total -  Sci Fi  -  Panama"
"Panama",9,"total -  Sport","total -  Sport  -  Panama"
"Panama",6,"total -  Talk Show","total -  Talk Show  -  Panama"
"Panama",65,"total -  Thriller","total -  Thriller  -  Panama"
"Panama",2,"total -  War","total -  War  -  Panama"
"Panama",2,"total -  Western","total -  Western  -  Panama"
"Paraguay",140,"total -  Action","total -  Action  -  Paraguay"
"Paraguay",2,"total -  Adult","total -  Adult  -  Paraguay"
"Paraguay",104,"total -  Adventure","total -  Adventure  -  Paraguay"
"Paraguay",53,"total -  Animation","total -  Animation  -  Paraguay"
"Paraguay",4,"total -  Biography","total -  Biography  -  Paraguay"
"Paraguay",198,"total -  Comedy","total -  Comedy  -  Paraguay"
"Paraguay",110,"total -  Crime","total -  Crime  -  Paraguay"
"Paraguay",15,"total -  Documentary","total -  Documentary  -  Paraguay"
"Paraguay",330,"total -  Drama","total -  Drama  -  Paraguay"
"Paraguay",11,"total -  Family","total -  Family  -  Paraguay"
"Paraguay",28,"total -  Fantasy","total -  Fantasy  -  Paraguay"
"Paraguay",2,"total -  Film Noir","total -  Film Noir  -  Paraguay"
"Paraguay",1,"total -  Game Show","total -  Game Show  -  Paraguay"
"Paraguay",1,"total -  History","total -  History  -  Paraguay"
"Paraguay",26,"total -  Horror","total -  Horror  -  Paraguay"
"Paraguay",34,"total -  Music","total -  Music  -  Paraguay"
"Paraguay",44,"total -  Mystery","total -  Mystery  -  Paraguay"
"Paraguay",4,"total -  Reality TV","total -  Reality TV  -  Paraguay"
"Paraguay",117,"total -  Romance","total -  Romance  -  Paraguay"
"Paraguay",15,"total -  Sci Fi","total -  Sci Fi  -  Paraguay"
"Paraguay",12,"total -  Sport","total -  Sport  -  Paraguay"
"Paraguay",7,"total -  Talk Show","total -  Talk Show  -  Paraguay"
"Paraguay",67,"total -  Thriller","total -  Thriller  -  Paraguay"
"Paraguay",2,"total -  War","total -  War  -  Paraguay"
"Paraguay",3,"total -  Western","total -  Western  -  Paraguay"
"Peru",161,"total -  Action","total -  Action  -  Peru"
"Peru",1,"total -  Adult","total -  Adult  -  Peru"
"Peru",120,"total -  Adventure","total -  Adventure  -  Peru"
"Peru",65,"total -  Animation","total -  Animation  -  Peru"
"Peru",2,"total -  Biography","total -  Biography  -  Peru"
"Peru",188,"total -  Comedy","total -  Comedy  -  Peru"
"Peru",104,"total -  Crime","total -  Crime  -  Peru"
"Peru",15,"total -  Documentary","total -  Documentary  -  Peru"
"Peru",297,"total -  Drama","total -  Drama  -  Peru"
"Peru",14,"total -  Family","total -  Family  -  Peru"
"Peru",39,"total -  Fantasy","total -  Fantasy  -  Peru"
"Peru",2,"total -  Film Noir","total -  Film Noir  -  Peru"
"Peru",4,"total -  History","total -  History  -  Peru"
"Peru",27,"total -  Horror","total -  Horror  -  Peru"
"Peru",23,"total -  Music","total -  Music  -  Peru"
"Peru",1,"total -  Musical","total -  Musical  -  Peru"
"Peru",37,"total -  Mystery","total -  Mystery  -  Peru"
"Peru",3,"total -  Reality TV","total -  Reality TV  -  Peru"
"Peru",108,"total -  Romance","total -  Romance  -  Peru"
"Peru",26,"total -  Sci Fi","total -  Sci Fi  -  Peru"
"Peru",8,"total -  Sport","total -  Sport  -  Peru"
"Peru",5,"total -  Talk Show","total -  Talk Show  -  Peru"
"Peru",62,"total -  Thriller","total -  Thriller  -  Peru"
"Peru",2,"total -  War","total -  War  -  Peru"
"Peru",2,"total -  Western","total -  Western  -  Peru"
"Philippines",208,"total -  Action","total -  Action  -  Philippines"
"Philippines",1,"total -  Adult","total -  Adult  -  Philippines"
"Philippines",97,"total -  Adventure","total -  Adventure  -  Philippines"
"Philippines",28,"total -  Animation","total -  Animation  -  Philippines"
"Philippines",9,"total -  Biography","total -  Biography  -  Philippines"
"Philippines",142,"total -  Comedy","total -  Comedy  -  Philippines"
"Philippines",119,"total -  Crime","total -  Crime  -  Philippines"
"Philippines",19,"total -  Documentary","total -  Documentary  -  Philippines"
"Philippines",334,"total -  Drama","total -  Drama  -  Philippines"
"Philippines",34,"total -  Family","total -  Family  -  Philippines"
"Philippines",46,"total -  Fantasy","total -  Fantasy  -  Philippines"
"Philippines",2,"total -  Film Noir","total -  Film Noir  -  Philippines"
"Philippines",8,"total -  History","total -  History  -  Philippines"
"Philippines",44,"total -  Horror","total -  Horror  -  Philippines"
"Philippines",20,"total -  Music","total -  Music  -  Philippines"
"Philippines",5,"total -  Musical","total -  Musical  -  Philippines"
"Philippines",63,"total -  Mystery","total -  Mystery  -  Philippines"
"Philippines",1,"total -  Reality TV","total -  Reality TV  -  Philippines"
"Philippines",120,"total -  Romance","total -  Romance  -  Philippines"
"Philippines",47,"total -  Sci Fi","total -  Sci Fi  -  Philippines"
"Philippines",5,"total -  Sport","total -  Sport  -  Philippines"
"Philippines",5,"total -  Talk Show","total -  Talk Show  -  Philippines"
"Philippines",78,"total -  Thriller","total -  Thriller  -  Philippines"
"Philippines",3,"total -  War","total -  War  -  Philippines"
"Poland",154,"total -  Action","total -  Action  -  Poland"
"Poland",172,"total -  Adventure","total -  Adventure  -  Poland"
"Poland",101,"total -  Animation","total -  Animation  -  Poland"
"Poland",6,"total -  Biography","total -  Biography  -  Poland"
"Poland",205,"total -  Comedy","total -  Comedy  -  Poland"
"Poland",140,"total -  Crime","total -  Crime  -  Poland"
"Poland",17,"total -  Documentary","total -  Documentary  -  Poland"
"Poland",303,"total -  Drama","total -  Drama  -  Poland"
"Poland",22,"total -  Family","total -  Family  -  Poland"
"Poland",45,"total -  Fantasy","total -  Fantasy  -  Poland"
"Poland",2,"total -  Film Noir","total -  Film Noir  -  Poland"
"Poland",3,"total -  Game Show","total -  Game Show  -  Poland"
"Poland",5,"total -  History","total -  History  -  Poland"
"Poland",34,"total -  Horror","total -  Horror  -  Poland"
"Poland",2,"total -  Music","total -  Music  -  Poland"
"Poland",1,"total -  Musical","total -  Musical  -  Poland"
"Poland",51,"total -  Mystery","total -  Mystery  -  Poland"
"Poland",8,"total -  Reality TV","total -  Reality TV  -  Poland"
"Poland",78,"total -  Romance","total -  Romance  -  Poland"
"Poland",26,"total -  Sci Fi","total -  Sci Fi  -  Poland"
"Poland",16,"total -  Sport","total -  Sport  -  Poland"
"Poland",8,"total -  Talk Show","total -  Talk Show  -  Poland"
"Poland",78,"total -  Thriller","total -  Thriller  -  Poland"
"Poland",3,"total -  War","total -  War  -  Poland"
"Poland",6,"total -  Western","total -  Western  -  Poland"
"Portugal",168,"total -  Action","total -  Action  -  Portugal"
"Portugal",1,"total -  Adult","total -  Adult  -  Portugal"
"Portugal",107,"total -  Adventure","total -  Adventure  -  Portugal"
"Portugal",34,"total -  Animation","total -  Animation  -  Portugal"
"Portugal",4,"total -  Biography","total -  Biography  -  Portugal"
"Portugal",161,"total -  Comedy","total -  Comedy  -  Portugal"
"Portugal",112,"total -  Crime","total -  Crime  -  Portugal"
"Portugal",22,"total -  Documentary","total -  Documentary  -  Portugal"
"Portugal",306,"total -  Drama","total -  Drama  -  Portugal"
"Portugal",45,"total -  Family","total -  Family  -  Portugal"
"Portugal",32,"total -  Fantasy","total -  Fantasy  -  Portugal"
"Portugal",3,"total -  Film Noir","total -  Film Noir  -  Portugal"
"Portugal",9,"total -  Game Show","total -  Game Show  -  Portugal"
"Portugal",3,"total -  History","total -  History  -  Portugal"
"Portugal",22,"total -  Horror","total -  Horror  -  Portugal"
"Portugal",53,"total -  Music","total -  Music  -  Portugal"
"Portugal",21,"total -  Musical","total -  Musical  -  Portugal"
"Portugal",34,"total -  Mystery","total -  Mystery  -  Portugal"
"Portugal",17,"total -  Reality TV","total -  Reality TV  -  Portugal"
"Portugal",93,"total -  Romance","total -  Romance  -  Portugal"
"Portugal",21,"total -  Sci Fi","total -  Sci Fi  -  Portugal"
"Portugal",15,"total -  Sport","total -  Sport  -  Portugal"
"Portugal",7,"total -  Talk Show","total -  Talk Show  -  Portugal"
"Portugal",59,"total -  Thriller","total -  Thriller  -  Portugal"
"Portugal",3,"total -  War","total -  War  -  Portugal"
"Portugal",9,"total -  Western","total -  Western  -  Portugal"
"Qatar",213,"total -  Action","total -  Action  -  Qatar"
"Qatar",2,"total -  Adult","total -  Adult  -  Qatar"
"Qatar",125,"total -  Adventure","total -  Adventure  -  Qatar"
"Qatar",25,"total -  Animation","total -  Animation  -  Qatar"
"Qatar",14,"total -  Biography","total -  Biography  -  Qatar"
"Qatar",148,"total -  Comedy","total -  Comedy  -  Qatar"
"Qatar",136,"total -  Crime","total -  Crime  -  Qatar"
"Qatar",18,"total -  Documentary","total -  Documentary  -  Qatar"
"Qatar",334,"total -  Drama","total -  Drama  -  Qatar"
"Qatar",20,"total -  Family","total -  Family  -  Qatar"
"Qatar",53,"total -  Fantasy","total -  Fantasy  -  Qatar"
"Qatar",2,"total -  Film Noir","total -  Film Noir  -  Qatar"
"Qatar",9,"total -  Game Show","total -  Game Show  -  Qatar"
"Qatar",9,"total -  History","total -  History  -  Qatar"
"Qatar",32,"total -  Horror","total -  Horror  -  Qatar"
"Qatar",1,"total -  Music","total -  Music  -  Qatar"
"Qatar",1,"total -  Musical","total -  Musical  -  Qatar"
"Qatar",45,"total -  Mystery","total -  Mystery  -  Qatar"
