"parents","n","labels","id"
"Poland",78," Thriller","Poland  -   Thriller"
"Poland",3," War","Poland  -   War"
"Poland",6," Western","Poland  -   Western"
"Portugal",168," Action","Portugal  -   Action"
"Portugal",1," Adult","Portugal  -   Adult"
"Portugal",107," Adventure","Portugal  -   Adventure"
"Portugal",34," Animation","Portugal  -   Animation"
"Portugal",4," Biography","Portugal  -   Biography"
"Portugal",161," Comedy","Portugal  -   Comedy"
"Portugal",112," Crime","Portugal  -   Crime"
"Portugal",22," Documentary","Portugal  -   Documentary"
"Portugal",306," Drama","Portugal  -   Drama"
"Portugal",45," Family","Portugal  -   Family"
"Portugal",32," Fantasy","Portugal  -   Fantasy"
"Portugal",3," Film Noir","Portugal  -   Film Noir"
"Portugal",9," Game Show","Portugal  -   Game Show"
"Portugal",3," History","Portugal  -   History"
"Portugal",22," Horror","Portugal  -   Horror"
"Portugal",53," Music","Portugal  -   Music"
"Portugal",21," Musical","Portugal  -   Musical"
"Portugal",34," Mystery","Portugal  -   Mystery"
"Portugal",17," Reality TV","Portugal  -   Reality TV"
"Portugal",93," Romance","Portugal  -   Romance"
"Portugal",21," Sci Fi","Portugal  -   Sci Fi"
"Portugal",15," Sport","Portugal  -   Sport"
"Portugal",7," Talk Show","Portugal  -   Talk Show"
"Portugal",59," Thriller","Portugal  -   Thriller"
"Portugal",3," War","Portugal  -   War"
"Portugal",9," Western","Portugal  -   Western"
"Qatar",213," Action","Qatar  -   Action"
"Qatar",2," Adult","Qatar  -   Adult"
"Qatar",125," Adventure","Qatar  -   Adventure"
"Qatar",25," Animation","Qatar  -   Animation"
"Qatar",14," Biography","Qatar  -   Biography"
"Qatar",148," Comedy","Qatar  -   Comedy"
"Qatar",136," Crime","Qatar  -   Crime"
"Qatar",18," Documentary","Qatar  -   Documentary"
"Qatar",334," Drama","Qatar  -   Drama"
"Qatar",20," Family","Qatar  -   Family"
"Qatar",53," Fantasy","Qatar  -   Fantasy"
"Qatar",2," Film Noir","Qatar  -   Film Noir"
"Qatar",9," Game Show","Qatar  -   Game Show"
"Qatar",9," History","Qatar  -   History"
"Qatar",32," Horror","Qatar  -   Horror"
"Qatar",1," Music","Qatar  -   Music"
"Qatar",1," Musical","Qatar  -   Musical"
"Qatar",45," Mystery","Qatar  -   Mystery"
"Qatar",18," Reality TV","Qatar  -   Reality TV"
"Qatar",104," Romance","Qatar  -   Romance"
"Qatar",24," Sci Fi","Qatar  -   Sci Fi"
"Qatar",10," Sport","Qatar  -   Sport"
"Qatar",10," Talk Show","Qatar  -   Talk Show"
"Qatar",84," Thriller","Qatar  -   Thriller"
"Qatar",3," War","Qatar  -   War"
"Qatar",3," Western","Qatar  -   Western"
"Réunion",214," Action","Réunion  -   Action"
"Réunion",134," Adventure","Réunion  -   Adventure"
"Réunion",53," Animation","Réunion  -   Animation"
"Réunion",2," Biography","Réunion  -   Biography"
"Réunion",164," Comedy","Réunion  -   Comedy"
"Réunion",137," Crime","Réunion  -   Crime"
"Réunion",16," Documentary","Réunion  -   Documentary"
"Réunion",332," Drama","Réunion  -   Drama"
"Réunion",25," Family","Réunion  -   Family"
"Réunion",58," Fantasy","Réunion  -   Fantasy"
"Réunion",2," Film Noir","Réunion  -   Film Noir"
"Réunion",4," Game Show","Réunion  -   Game Show"
"Réunion",4," History","Réunion  -   History"
"Réunion",36," Horror","Réunion  -   Horror"
"Réunion",36," Music","Réunion  -   Music"
"Réunion",2," Musical","Réunion  -   Musical"
"Réunion",43," Mystery","Réunion  -   Mystery"
"Réunion",7," Reality TV","Réunion  -   Reality TV"
"Réunion",74," Romance","Réunion  -   Romance"
"Réunion",45," Sci Fi","Réunion  -   Sci Fi"
"Réunion",11," Sport","Réunion  -   Sport"
"Réunion",7," Talk Show","Réunion  -   Talk Show"
"Réunion",61," Thriller","Réunion  -   Thriller"
"Réunion",1," War","Réunion  -   War"
"Réunion",2," Western","Réunion  -   Western"
"Romania",180," Action","Romania  -   Action"
"Romania",3," Adult","Romania  -   Adult"
"Romania",102," Adventure","Romania  -   Adventure"
"Romania",21," Animation","Romania  -   Animation"
"Romania",9," Biography","Romania  -   Biography"
"Romania",148," Comedy","Romania  -   Comedy"
"Romania",146," Crime","Romania  -   Crime"
"Romania",18," Documentary","Romania  -   Documentary"
"Romania",352," Drama","Romania  -   Drama"
"Romania",26," Family","Romania  -   Family"
"Romania",45," Fantasy","Romania  -   Fantasy"
"Romania",3," Film Noir","Romania  -   Film Noir"
"Romania",10," Game Show","Romania  -   Game Show"
"Romania",7," History","Romania  -   History"
"Romania",26," Horror","Romania  -   Horror"
"Romania",2," Music","Romania  -   Music"
"Romania",1," Musical","Romania  -   Musical"
"Romania",70," Mystery","Romania  -   Mystery"
"Romania",16," Reality TV","Romania  -   Reality TV"
"Romania",99," Romance","Romania  -   Romance"
"Romania",24," Sci Fi","Romania  -   Sci Fi"
"Romania",16," Sport","Romania  -   Sport"
"Romania",10," Talk Show","Romania  -   Talk Show"
"Romania",85," Thriller","Romania  -   Thriller"
"Romania",4," War","Romania  -   War"
"Romania",5," Western","Romania  -   Western"
"Russia",252," Action","Russia  -   Action"
"Russia",131," Adventure","Russia  -   Adventure"
"Russia",50," Animation","Russia  -   Animation"
"Russia",7," Biography","Russia  -   Biography"
"Russia",176," Comedy","Russia  -   Comedy"
"Russia",212," Crime","Russia  -   Crime"
"Russia",27," Documentary","Russia  -   Documentary"
"Russia",326," Drama","Russia  -   Drama"
"Russia",29," Family","Russia  -   Family"
"Russia",43," Fantasy","Russia  -   Fantasy"
"Russia",3," Film Noir","Russia  -   Film Noir"
"Russia",2," Game Show","Russia  -   Game Show"
"Russia",4," History","Russia  -   History"
"Russia",36," Horror","Russia  -   Horror"
"Russia",2," Music","Russia  -   Music"
"Russia",48," Mystery","Russia  -   Mystery"
"Russia",1," Reality TV","Russia  -   Reality TV"
"Russia",57," Romance","Russia  -   Romance"
"Russia",19," Sci Fi","Russia  -   Sci Fi"
"Russia",16," Sport","Russia  -   Sport"
"Russia",13," Talk Show","Russia  -   Talk Show"
"Russia",62," Thriller","Russia  -   Thriller"
"Russia",2," War","Russia  -   War"
"Russia",6," Western","Russia  -   Western"
"Saudi Arabia",240," Action","Saudi Arabia  -   Action"
"Saudi Arabia",2," Adult","Saudi Arabia  -   Adult"
"Saudi Arabia",102," Adventure","Saudi Arabia  -   Adventure"
"Saudi Arabia",36," Animation","Saudi Arabia  -   Animation"
"Saudi Arabia",8," Biography","Saudi Arabia  -   Biography"
"Saudi Arabia",142," Comedy","Saudi Arabia  -   Comedy"
"Saudi Arabia",162," Crime","Saudi Arabia  -   Crime"
"Saudi Arabia",12," Documentary","Saudi Arabia  -   Documentary"
"Saudi Arabia",328," Drama","Saudi Arabia  -   Drama"
"Saudi Arabia",23," Family","Saudi Arabia  -   Family"
"Saudi Arabia",41," Fantasy","Saudi Arabia  -   Fantasy"
"Saudi Arabia",3," Film Noir","Saudi Arabia  -   Film Noir"
"Saudi Arabia",4," Game Show","Saudi Arabia  -   Game Show"
"Saudi Arabia",6," History","Saudi Arabia  -   History"
"Saudi Arabia",41," Horror","Saudi Arabia  -   Horror"
"Saudi Arabia",1," Musical","Saudi Arabia  -   Musical"
"Saudi Arabia",48," Mystery","Saudi Arabia  -   Mystery"
"Saudi Arabia",7," Reality TV","Saudi Arabia  -   Reality TV"
"Saudi Arabia",83," Romance","Saudi Arabia  -   Romance"
"Saudi Arabia",28," Sci Fi","Saudi Arabia  -   Sci Fi"
"Saudi Arabia",9," Sport","Saudi Arabia  -   Sport"
"Saudi Arabia",10," Talk Show","Saudi Arabia  -   Talk Show"
"Saudi Arabia",92," Thriller","Saudi Arabia  -   Thriller"
"Saudi Arabia",3," War","Saudi Arabia  -   War"
"Saudi Arabia",8," Western","Saudi Arabia  -   Western"
"Serbia",205," Action","Serbia  -   Action"
"Serbia",1," Adult","Serbia  -   Adult"
"Serbia",115," Adventure","Serbia  -   Adventure"
"Serbia",34," Animation","Serbia  -   Animation"
"Serbia",7," Biography","Serbia  -   Biography"
"Serbia",181," Comedy","Serbia  -   Comedy"
"Serbia",149," Crime","Serbia  -   Crime"
"Serbia",20," Documentary","Serbia  -   Documentary"
"Serbia",313," Drama","Serbia  -   Drama"
"Serbia",24," Family","Serbia  -   Family"
"Serbia",33," Fantasy","Serbia  -   Fantasy"
"Serbia",3," Film Noir","Serbia  -   Film Noir"
"Serbia",7," Game Show","Serbia  -   Game Show"
"Serbia",5," History","Serbia  -   History"
"Serbia",28," Horror","Serbia  -   Horror"
"Serbia",4," Music","Serbia  -   Music"
"Serbia",1," Musical","Serbia  -   Musical"
"Serbia",44," Mystery","Serbia  -   Mystery"
"Serbia",14," Reality TV","Serbia  -   Reality TV"
"Serbia",94," Romance","Serbia  -   Romance"
"Serbia",22," Sci Fi","Serbia  -   Sci Fi"
"Serbia",14," Sport","Serbia  -   Sport"
"Serbia",12," Talk Show","Serbia  -   Talk Show"
"Serbia",72," Thriller","Serbia  -   Thriller"
"Serbia",3," War","Serbia  -   War"
"Serbia",7," Western","Serbia  -   Western"
"Singapore",227," Action","Singapore  -   Action"
"Singapore",1," Adult","Singapore  -   Adult"
"Singapore",108," Adventure","Singapore  -   Adventure"
"Singapore",26," Animation","Singapore  -   Animation"
"Singapore",7," Biography","Singapore  -   Biography"
"Singapore",158," Comedy","Singapore  -   Comedy"
"Singapore",133," Crime","Singapore  -   Crime"
"Singapore",18," Documentary","Singapore  -   Documentary"
"Singapore",337," Drama","Singapore  -   Drama"
"Singapore",13," Family","Singapore  -   Family"
"Singapore",47," Fantasy","Singapore  -   Fantasy"
"Singapore",4," Film Noir","Singapore  -   Film Noir"
"Singapore",6," Game Show","Singapore  -   Game Show"
"Singapore",4," History","Singapore  -   History"
"Singapore",32," Horror","Singapore  -   Horror"
"Singapore",1," Music","Singapore  -   Music"
"Singapore",1," Musical","Singapore  -   Musical"
"Singapore",73," Mystery","Singapore  -   Mystery"
"Singapore",20," Reality TV","Singapore  -   Reality TV"
"Singapore",90," Romance","Singapore  -   Romance"
"Singapore",46," Sci Fi","Singapore  -   Sci Fi"
"Singapore",12," Sport","Singapore  -   Sport"
"Singapore",6," Talk Show","Singapore  -   Talk Show"
"Singapore",86," Thriller","Singapore  -   Thriller"
"Singapore",3," War","Singapore  -   War"
"Singapore",1," Western","Singapore  -   Western"
"Slovakia",193," Action","Slovakia  -   Action"
"Slovakia",143," Adventure","Slovakia  -   Adventure"
"Slovakia",69," Animation","Slovakia  -   Animation"
"Slovakia",17," Biography","Slovakia  -   Biography"
"Slovakia",189," Comedy","Slovakia  -   Comedy"
"Slovakia",138," Crime","Slovakia  -   Crime"
"Slovakia",32," Documentary","Slovakia  -   Documentary"
"Slovakia",299," Drama","Slovakia  -   Drama"
"Slovakia",31," Family","Slovakia  -   Family"
"Slovakia",39," Fantasy","Slovakia  -   Fantasy"
"Slovakia",3," Film Noir","Slovakia  -   Film Noir"
"Slovakia",12," Game Show","Slovakia  -   Game Show"
"Slovakia",5," History","Slovakia  -   History"
"Slovakia",29," Horror","Slovakia  -   Horror"
"Slovakia",6," Music","Slovakia  -   Music"
"Slovakia",45," Mystery","Slovakia  -   Mystery"
"Slovakia",22," Reality TV","Slovakia  -   Reality TV"
"Slovakia",80," Romance","Slovakia  -   Romance"
"Slovakia",15," Sci Fi","Slovakia  -   Sci Fi"
"Slovakia",20," Sport","Slovakia  -   Sport"
"Slovakia",11," Talk Show","Slovakia  -   Talk Show"
"Slovakia",48," Thriller","Slovakia  -   Thriller"
"Slovakia",3," War","Slovakia  -   War"
"Slovakia",8," Western","Slovakia  -   Western"
"Slovenia",183," Action","Slovenia  -   Action"
"Slovenia",119," Adventure","Slovenia  -   Adventure"
"Slovenia",39," Animation","Slovenia  -   Animation"
"Slovenia",10," Biography","Slovenia  -   Biography"
"Slovenia",189," Comedy","Slovenia  -   Comedy"
"Slovenia",116," Crime","Slovenia  -   Crime"
"Slovenia",25," Documentary","Slovenia  -   Documentary"
"Slovenia",266," Drama","Slovenia  -   Drama"
"Slovenia",29," Family","Slovenia  -   Family"
"Slovenia",38," Fantasy","Slovenia  -   Fantasy"
"Slovenia",3," Film Noir","Slovenia  -   Film Noir"
"Slovenia",10," Game Show","Slovenia  -   Game Show"
"Slovenia",5," History","Slovenia  -   History"
"Slovenia",29," Horror","Slovenia  -   Horror"
"Slovenia",4," Music","Slovenia  -   Music"
"Slovenia",38," Mystery","Slovenia  -   Mystery"
"Slovenia",22," Reality TV","Slovenia  -   Reality TV"
"Slovenia",86," Romance","Slovenia  -   Romance"
"Slovenia",28," Sci Fi","Slovenia  -   Sci Fi"
"Slovenia",15," Sport","Slovenia  -   Sport"
"Slovenia",7," Talk Show","Slovenia  -   Talk Show"
"Slovenia",55," Thriller","Slovenia  -   Thriller"
"Slovenia",3," War","Slovenia  -   War"
"Slovenia",9," Western","Slovenia  -   Western"
"South Africa",186," Action","South Africa  -   Action"
"South Africa",2," Adult","South Africa  -   Adult"
"South Africa",106," Adventure","South Africa  -   Adventure"
"South Africa",45," Animation","South Africa  -   Animation"
"South Africa",11," Biography","South Africa  -   Biography"
"South Africa",192," Comedy","South Africa  -   Comedy"
"South Africa",114," Crime","South Africa  -   Crime"
"South Africa",20," Documentary","South Africa  -   Documentary"
"South Africa",331," Drama","South Africa  -   Drama"
"South Africa",18," Family","South Africa  -   Family"
"South Africa",37," Fantasy","South Africa  -   Fantasy"
"South Africa",4," Film Noir","South Africa  -   Film Noir"
"South Africa",10," Game Show","South Africa  -   Game Show"
"South Africa",6," History","South Africa  -   History"
"South Africa",22," Horror","South Africa  -   Horror"
"South Africa",1," Music","South Africa  -   Music"
"South Africa",1," Musical","South Africa  -   Musical"
"South Africa",61," Mystery","South Africa  -   Mystery"
"South Africa",26," Reality TV","South Africa  -   Reality TV"
"South Africa",96," Romance","South Africa  -   Romance"
"South Africa",49," Sci Fi","South Africa  -   Sci Fi"
"South Africa",12," Sport","South Africa  -   Sport"
"South Africa",11," Talk Show","South Africa  -   Talk Show"
"South Africa",62," Thriller","South Africa  -   Thriller"
"South Africa",3," War","South Africa  -   War"
"South Africa",6," Western","South Africa  -   Western"
"South Korea",197," Action","South Korea  -   Action"
"South Korea",6," Adult","South Korea  -   Adult"
"South Korea",77," Adventure","South Korea  -   Adventure"
"South Korea",20," Animation","South Korea  -   Animation"
"South Korea",2," Biography","South Korea  -   Biography"
"South Korea",143," Comedy","South Korea  -   Comedy"
"South Korea",93," Crime","South Korea  -   Crime"
"South Korea",3," Documentary","South Korea  -   Documentary"
"South Korea",312," Drama","South Korea  -   Drama"
"South Korea",10," Family","South Korea  -   Family"
"South Korea",50," Fantasy","South Korea  -   Fantasy"
"South Korea",2," Film Noir","South Korea  -   Film Noir"
"South Korea",13," History","South Korea  -   History"
"South Korea",38," Horror","South Korea  -   Horror"
"South Korea",2," Music","South Korea  -   Music"
"South Korea",41," Mystery","South Korea  -   Mystery"
"South Korea",5," Reality TV","South Korea  -   Reality TV"
"South Korea",102," Romance","South Korea  -   Romance"
"South Korea",38," Sci Fi","South Korea  -   Sci Fi"
"South Korea",9," Sport","South Korea  -   Sport"
"South Korea",3," Talk Show","South Korea  -   Talk Show"
"South Korea",92," Thriller","South Korea  -   Thriller"
"South Korea",5," War","South Korea  -   War"
"South Korea",4," Western","South Korea  -   Western"
"Spain",172," Action","Spain  -   Action"
"Spain",108," Adventure","Spain  -   Adventure"
"Spain",27," Animation","Spain  -   Animation"
"Spain",4," Biography","Spain  -   Biography"
"Spain",165," Comedy","Spain  -   Comedy"
"Spain",138," Crime","Spain  -   Crime"
"Spain",20," Documentary","Spain  -   Documentary"
"Spain",317," Drama","Spain  -   Drama"
"Spain",22," Family","Spain  -   Family"
"Spain",37," Fantasy","Spain  -   Fantasy"
"Spain",3," Film Noir","Spain  -   Film Noir"
"Spain",5," Game Show","Spain  -   Game Show"
"Spain",4," History","Spain  -   History"
"Spain",34," Horror","Spain  -   Horror"
"Spain",21," Music","Spain  -   Music"
"Spain",47," Mystery","Spain  -   Mystery"
"Spain",10," Reality TV","Spain  -   Reality TV"
"Spain",104," Romance","Spain  -   Romance"
"Spain",28," Sci Fi","Spain  -   Sci Fi"
"Spain",15," Sport","Spain  -   Sport"
"Spain",11," Talk Show","Spain  -   Talk Show"
"Spain",56," Thriller","Spain  -   Thriller"
"Spain",3," War","Spain  -   War"
"Spain",8," Western","Spain  -   Western"
"Sri Lanka",194," Action","Sri Lanka  -   Action"
"Sri Lanka",2," Adult","Sri Lanka  -   Adult"
"Sri Lanka",83," Adventure","Sri Lanka  -   Adventure"
"Sri Lanka",19," Animation","Sri Lanka  -   Animation"
"Sri Lanka",4," Biography","Sri Lanka  -   Biography"
"Sri Lanka",178," Comedy","Sri Lanka  -   Comedy"
"Sri Lanka",152," Crime","Sri Lanka  -   Crime"
"Sri Lanka",13," Documentary","Sri Lanka  -   Documentary"
"Sri Lanka",372," Drama","Sri Lanka  -   Drama"
"Sri Lanka",22," Family","Sri Lanka  -   Family"
"Sri Lanka",37," Fantasy","Sri Lanka  -   Fantasy"
"Sri Lanka",4," Film Noir","Sri Lanka  -   Film Noir"
"Sri Lanka",5," Game Show","Sri Lanka  -   Game Show"
"Sri Lanka",1," History","Sri Lanka  -   History"
"Sri Lanka",23," Horror","Sri Lanka  -   Horror"
"Sri Lanka",75," Mystery","Sri Lanka  -   Mystery"
"Sri Lanka",8," Reality TV","Sri Lanka  -   Reality TV"
"Sri Lanka",104," Romance","Sri Lanka  -   Romance"
"Sri Lanka",37," Sci Fi","Sri Lanka  -   Sci Fi"
"Sri Lanka",7," Sport","Sri Lanka  -   Sport"
"Sri Lanka",8," Talk Show","Sri Lanka  -   Talk Show"
"Sri Lanka",69," Thriller","Sri Lanka  -   Thriller"
"Sri Lanka",4," War","Sri Lanka  -   War"
"Sri Lanka",1," Western","Sri Lanka  -   Western"
"Sweden",188," Action","Sweden  -   Action"
"Sweden",136," Adventure","Sweden  -   Adventure"
"Sweden",52," Animation","Sweden  -   Animation"
"Sweden",13," Biography","Sweden  -   Biography"
"Sweden",162," Comedy","Sweden  -   Comedy"
"Sweden",137," Crime","Sweden  -   Crime"
"Sweden",28," Documentary","Sweden  -   Documentary"
"Sweden",337," Drama","Sweden  -   Drama"
"Sweden",23," Family","Sweden  -   Family"
"Sweden",49," Fantasy","Sweden  -   Fantasy"
"Sweden",3," Film Noir","Sweden  -   Film Noir"
"Sweden",6," Game Show","Sweden  -   Game Show"
"Sweden",10," History","Sweden  -   History"
"Sweden",24," Horror","Sweden  -   Horror"
"Sweden",6," Music","Sweden  -   Music"
"Sweden",51," Mystery","Sweden  -   Mystery"
"Sweden",20," Reality TV","Sweden  -   Reality TV"
"Sweden",85," Romance","Sweden  -   Romance"
"Sweden",28," Sci Fi","Sweden  -   Sci Fi"
"Sweden",12," Sport","Sweden  -   Sport"
"Sweden",7," Talk Show","Sweden  -   Talk Show"
"Sweden",55," Thriller","Sweden  -   Thriller"
"Sweden",9," War","Sweden  -   War"
"Sweden",7," Western","Sweden  -   Western"
"Switzerland",190," Action","Switzerland  -   Action"
"Switzerland",126," Adventure","Switzerland  -   Adventure"
"Switzerland",27," Animation","Switzerland  -   Animation"
"Switzerland",10," Biography","Switzerland  -   Biography"
"Switzerland",172," Comedy","Switzerland  -   Comedy"
"Switzerland",165," Crime","Switzerland  -   Crime"
"Switzerland",28," Documentary","Switzerland  -   Documentary"
"Switzerland",328," Drama","Switzerland  -   Drama"
"Switzerland",42," Family","Switzerland  -   Family"
"Switzerland",60," Fantasy","Switzerland  -   Fantasy"
"Switzerland",3," Film Noir","Switzerland  -   Film Noir"
"Switzerland",6," Game Show","Switzerland  -   Game Show"
"Switzerland",7," History","Switzerland  -   History"
"Switzerland",28," Horror","Switzerland  -   Horror"
"Switzerland",7," Music","Switzerland  -   Music"
"Switzerland",1," Musical","Switzerland  -   Musical"
"Switzerland",55," Mystery","Switzerland  -   Mystery"
"Switzerland",14," Reality TV","Switzerland  -   Reality TV"
"Switzerland",87," Romance","Switzerland  -   Romance"
"Switzerland",38," Sci Fi","Switzerland  -   Sci Fi"
"Switzerland",18," Sport","Switzerland  -   Sport"
"Switzerland",11," Talk Show","Switzerland  -   Talk Show"
"Switzerland",57," Thriller","Switzerland  -   Thriller"
"Switzerland",4," War","Switzerland  -   War"
"Switzerland",10," Western","Switzerland  -   Western"
"Taiwan",197," Action","Taiwan  -   Action"
"Taiwan",1," Adult","Taiwan  -   Adult"
"Taiwan",97," Adventure","Taiwan  -   Adventure"
"Taiwan",28," Animation","Taiwan  -   Animation"
"Taiwan",12," Biography","Taiwan  -   Biography"
"Taiwan",165," Comedy","Taiwan  -   Comedy"
"Taiwan",110," Crime","Taiwan  -   Crime"
"Taiwan",13," Documentary","Taiwan  -   Documentary"
"Taiwan",366," Drama","Taiwan  -   Drama"
"Taiwan",14," Family","Taiwan  -   Family"
"Taiwan",52," Fantasy","Taiwan  -   Fantasy"
"Taiwan",2," Film Noir","Taiwan  -   Film Noir"
"Taiwan",1," Game Show","Taiwan  -   Game Show"
"Taiwan",4," History","Taiwan  -   History"
"Taiwan",31," Horror","Taiwan  -   Horror"
"Taiwan",3," Music","Taiwan  -   Music"
"Taiwan",77," Mystery","Taiwan  -   Mystery"
"Taiwan",1," Reality TV","Taiwan  -   Reality TV"
"Taiwan",150," Romance","Taiwan  -   Romance"
"Taiwan",43," Sci Fi","Taiwan  -   Sci Fi"
"Taiwan",14," Sport","Taiwan  -   Sport"
"Taiwan",3," Talk Show","Taiwan  -   Talk Show"
"Taiwan",74," Thriller","Taiwan  -   Thriller"
"Taiwan",3," War","Taiwan  -   War"
"Taiwan",1," Western","Taiwan  -   Western"
"Thailand",227," Action","Thailand  -   Action"
"Thailand",155," Adventure","Thailand  -   Adventure"
"Thailand",46," Animation","Thailand  -   Animation"
"Thailand",5," Biography","Thailand  -   Biography"
"Thailand",200," Comedy","Thailand  -   Comedy"
"Thailand",122," Crime","Thailand  -   Crime"
"Thailand",14," Documentary","Thailand  -   Documentary"
"Thailand",291," Drama","Thailand  -   Drama"
"Thailand",15," Family","Thailand  -   Family"
"Thailand",61," Fantasy","Thailand  -   Fantasy"
"Thailand",2," Film Noir","Thailand  -   Film Noir"
"Thailand",15," History","Thailand  -   History"
"Thailand",33," Horror","Thailand  -   Horror"
"Thailand",1," Music","Thailand  -   Music"
"Thailand",1," Musical","Thailand  -   Musical"
"Thailand",58," Mystery","Thailand  -   Mystery"
"Thailand",135," Romance","Thailand  -   Romance"
"Thailand",46," Sci Fi","Thailand  -   Sci Fi"
"Thailand",3," Sport","Thailand  -   Sport"
"Thailand",1," Talk Show","Thailand  -   Talk Show"
"Thailand",84," Thriller","Thailand  -   Thriller"
"Thailand",5," War","Thailand  -   War"
"Thailand",1," Western","Thailand  -   Western"
"Trinidad and Tobago",196," Action","Trinidad and Tobago  -   Action"
"Trinidad and Tobago",2," Adult","Trinidad and Tobago  -   Adult"
"Trinidad and Tobago",118," Adventure","Trinidad and Tobago  -   Adventure"
"Trinidad and Tobago",54," Animation","Trinidad and Tobago  -   Animation"
"Trinidad and Tobago",4," Biography","Trinidad and Tobago  -   Biography"
"Trinidad and Tobago",166," Comedy","Trinidad and Tobago  -   Comedy"
"Trinidad and Tobago",140," Crime","Trinidad and Tobago  -   Crime"
"Trinidad and Tobago",11," Documentary","Trinidad and Tobago  -   Documentary"
"Trinidad and Tobago",302," Drama","Trinidad and Tobago  -   Drama"
"Trinidad and Tobago",23," Family","Trinidad and Tobago  -   Family"
"Trinidad and Tobago",46," Fantasy","Trinidad and Tobago  -   Fantasy"
"Trinidad and Tobago",3," Film Noir","Trinidad and Tobago  -   Film Noir"
"Trinidad and Tobago",7," Game Show","Trinidad and Tobago  -   Game Show"
"Trinidad and Tobago",3," History","Trinidad and Tobago  -   History"
"Trinidad and Tobago",27," Horror","Trinidad and Tobago  -   Horror"
"Trinidad and Tobago",8," Music","Trinidad and Tobago  -   Music"
"Trinidad and Tobago",40," Mystery","Trinidad and Tobago  -   Mystery"
"Trinidad and Tobago",17," Reality TV","Trinidad and Tobago  -   Reality TV"
"Trinidad and Tobago",87," Romance","Trinidad and Tobago  -   Romance"
"Trinidad and Tobago",22," Sci Fi","Trinidad and Tobago  -   Sci Fi"
"Trinidad and Tobago",10," Sport","Trinidad and Tobago  -   Sport"
"Trinidad and Tobago",9," Talk Show","Trinidad and Tobago  -   Talk Show"
"Trinidad and Tobago",85," Thriller","Trinidad and Tobago  -   Thriller"
"Trinidad and Tobago",3," War","Trinidad and Tobago  -   War"
"Trinidad and Tobago",2," Western","Trinidad and Tobago  -   Western"
"Turkey",213," Action","Turkey  -   Action"
"Turkey",2," Adult","Turkey  -   Adult"
"Turkey",114," Adventure","Turkey  -   Adventure"
"Turkey",27," Animation","Turkey  -   Animation"
"Turkey",11," Biography","Turkey  -   Biography"
"Turkey",143," Comedy","Turkey  -   Comedy"
"Turkey",152," Crime","Turkey  -   Crime"
"Turkey",25," Documentary","Turkey  -   Documentary"
"Turkey",344," Drama","Turkey  -   Drama"
"Turkey",27," Family","Turkey  -   Family"
"Turkey",67," Fantasy","Turkey  -   Fantasy"
"Turkey",3," Film Noir","Turkey  -   Film Noir"
"Turkey",3," Game Show","Turkey  -   Game Show"
"Turkey",7," History","Turkey  -   History"
"Turkey",46," Horror","Turkey  -   Horror"
"Turkey",3," Music","Turkey  -   Music"
"Turkey",3," Musical","Turkey  -   Musical"
"Turkey",53," Mystery","Turkey  -   Mystery"
"Turkey",19," Reality TV","Turkey  -   Reality TV"
"Turkey",77," Romance","Turkey  -   Romance"
"Turkey",36," Sci Fi","Turkey  -   Sci Fi"
"Turkey",9," Sport","Turkey  -   Sport"
"Turkey",14," Talk Show","Turkey  -   Talk Show"
"Turkey",78," Thriller","Turkey  -   Thriller"
"Turkey",4," War","Turkey  -   War"
"Turkey",5," Western","Turkey  -   Western"
"Ukraine",217," Action","Ukraine  -   Action"
"Ukraine",140," Adventure","Ukraine  -   Adventure"
"Ukraine",58," Animation","Ukraine  -   Animation"
"Ukraine",10," Biography","Ukraine  -   Biography"
"Ukraine",184," Comedy","Ukraine  -   Comedy"
"Ukraine",165," Crime","Ukraine  -   Crime"
"Ukraine",26," Documentary","Ukraine  -   Documentary"
"Ukraine",315," Drama","Ukraine  -   Drama"
"Ukraine",32," Family","Ukraine  -   Family"
"Ukraine",36," Fantasy","Ukraine  -   Fantasy"
"Ukraine",3," Film Noir","Ukraine  -   Film Noir"
"Ukraine",3," Game Show","Ukraine  -   Game Show"
"Ukraine",5," History","Ukraine  -   History"
"Ukraine",31," Horror","Ukraine  -   Horror"
"Ukraine",3," Music","Ukraine  -   Music"
"Ukraine",44," Mystery","Ukraine  -   Mystery"
"Ukraine",5," Reality TV","Ukraine  -   Reality TV"
"Ukraine",67," Romance","Ukraine  -   Romance"
"Ukraine",22," Sci Fi","Ukraine  -   Sci Fi"
"Ukraine",16," Sport","Ukraine  -   Sport"
"Ukraine",16," Talk Show","Ukraine  -   Talk Show"
"Ukraine",64," Thriller","Ukraine  -   Thriller"
"Ukraine",2," War","Ukraine  -   War"
"Ukraine",10," Western","Ukraine  -   Western"
"United Arab Emirates",211," Action","United Arab Emirates  -   Action"
"United Arab Emirates",1," Adult","United Arab Emirates  -   Adult"
"United Arab Emirates",124," Adventure","United Arab Emirates  -   Adventure"
"United Arab Emirates",30," Animation","United Arab Emirates  -   Animation"
"United Arab Emirates",17," Biography","United Arab Emirates  -   Biography"
"United Arab Emirates",160," Comedy","United Arab Emirates  -   Comedy"
"United Arab Emirates",140," Crime","United Arab Emirates  -   Crime"
"United Arab Emirates",20," Documentary","United Arab Emirates  -   Documentary"
