"Country","Country_code","Total.Library.Size","No..of.TV.Shows","No..of.Movies","Cost.Per.Month...Basic....","Cost.Per.Month...Standard....","Cost.Per.Month...Premium....","basic_standard_diff","standard_premium_diff","2020 GDP (World Bank)","year","gini_disp","X..of.Subscribers.Q4.2021..Estimate.","Q4.2021.Revenue....Estimate.","Alpha.3.code"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2013,32.6,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2016,32.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1992,29.3,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2011,32.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1969,27.1,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2009,32.9,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1988,29.4,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1986,28.6,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1984,27.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2017,32.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1971,26.6,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1991,29.4,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2008,32.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1995,30.3,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1981,27.9,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1975,24.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1970,26.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1997,30.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1996,30.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2018,32.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1990,29.4,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2004,31.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2015,32.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1972,26.3,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2014,32.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2002,31.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2007,32.4,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1979,26.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2010,32.9,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1980,27.4,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2000,31.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1994,29.3,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1999,31.5,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1989,29.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2005,31.9,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2001,31.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1982,27.6,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1977,25.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1998,31.2,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2012,32.5,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1978,26.3,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1968,27.2,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1974,25.8,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1987,29,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2003,31.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1985,28.5,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1967,27.3,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1983,27.7,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1973,26,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,2006,32,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1976,25.3,"6,622,078","193,497,120","AUS"
"Australia","au",6114,4050,2064,7.84,12.12,16.39,4.28,4.27,1391952510370.48,1993,29.3,"6,622,078","193,497,120","AUS"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1989,24.2,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1990,24.9,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1994,27.5,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1999,26.7,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2007,27.7,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2013,27.9,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1993,26.8,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2003,26.7,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2016,27.9,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2014,27.8,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2008,28,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1998,27,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2002,26.7,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2019,27.7,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1987,23,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2015,27.8,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2018,27.8,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2005,26.7,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2010,28.1,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1997,27.2,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1991,25.5,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1988,23.6,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2012,27.9,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1995,27.9,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1992,26.1,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2017,27.8,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2004,26.7,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2001,26.6,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2000,26.6,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2006,27.1,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2011,28.1,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,1996,27.5,"961,399","33,629,745","AUT"
"Austria","at",5640,3779,1861,9.03,14.67,20.32,5.64,5.65,445011872704.47,2009,28.2,"961,399","33,629,745","AUT"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2003,26.6,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1979,23,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1990,23.5,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2011,26.6,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1996,25.7,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2007,26.9,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1992,23.6,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2019,26.1,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2015,26.4,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2005,26.9,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1994,25.1,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2014,26.4,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2001,26.6,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2006,26.9,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1983,22.9,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2004,26.7,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1991,23.6,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2017,26.2,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1986,23,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1981,23,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2016,26.3,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1995,25.5,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1980,23,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2013,26.5,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2018,26.1,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2000,26.6,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1998,26.3,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2009,26.6,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2002,26.7,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1987,23.2,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1988,23.3,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1982,22.9,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1985,22.9,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1997,25.8,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1984,22.9,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1999,26.5,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1993,24.4,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2012,26.6,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2010,26.6,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,1989,23.4,"1,699,092","59,434,234","BEL"
"Belgium","be",4990,3374,1616,10.16,15.24,20.32,5.08,5.08,535288715239.999,2008,26.6,"1,699,092","59,434,234","BEL"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1999,53.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2011,47,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1992,54.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2012,47,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2013,46.3,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1976,51.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2001,52.6,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2016,47.9,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2009,47.8,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1980,52.1,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2007,49.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2019,48.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1966,50.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2017,48.3,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1974,50.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2018,48.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1973,50.6,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1993,54.3,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2006,50.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1991,54.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1985,52.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1977,51.8,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1972,50.6,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1975,51,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1960,50.1,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1986,52.9,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1984,52.3,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1965,50.4,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1964,50.3,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1963,50.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2008,48.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2015,46.6,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2014,46.3,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2000,52.9,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1990,54.8,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2004,50.8,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1968,50.6,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2003,51.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1967,50.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1981,52.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1970,50.7,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1978,51.9,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1971,50.7,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1969,50.6,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1987,53.8,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1988,54.7,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2005,50.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1995,54.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1994,54.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1962,50.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1979,52,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1983,52.4,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2002,52.2,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1998,53.5,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1996,54.1,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,2010,47.4,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1997,53.8,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1961,50.1,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1982,52.3,"18,836,193","423,814,354","BRA"
"Brazil","br",4972,3162,1810,4.61,7.11,9.96,2.5,2.85,1877824273720.78,1989,55.1,"18,836,193","423,814,354","BRA"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,2012,35.1,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,1994,30.6,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,2011,34.5,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,1997,31.4,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,1991,28.8,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,2004,32.7,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,2013,35.7,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,2016,37.6,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,1998,31.4,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,1999,31.4,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,2003,32.4,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,2008,33.4,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,2002,32.2,"177,887","6,222,493","BGR"
"Bulgaria","bg",6797,4819,1978,9.03,11.29,13.54,2.26,2.25,68915416141.9576,2009,33.6,"177,887","6,222,493","BGR"
