"Country","Country_code","Total.Library.Size","No..of.TV.Shows","No..of.Movies","Cost.Per.Month...Basic....","Cost.Per.Month...Standard....","Cost.Per.Month...Premium....","basic_standard_diff","standard_premium_diff","2020 GDP (World Bank)","year","gini_disp","X..of.Subscribers.Q4.2021..Estimate.","Q4.2021.Revenue....Estimate.","Alpha.3.code"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2014,46.4,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2007,45.5,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1994,42.2,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2019,46.8,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2016,46.3,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1963,42.3,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2006,45.4,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1973,41.3,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1966,42,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1968,41.8,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2015,46.3,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1971,41.5,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2005,45.1,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1962,42.4,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1986,39.3,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2004,45.2,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1995,42.3,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1998,43.2,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1990,41,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1999,43.8,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1981,40.2,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1982,39.9,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1976,40.9,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1984,39.4,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1969,41.7,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1983,39.5,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1972,41.4,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1985,39.3,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1997,42.7,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2008,45.6,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1967,41.9,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1992,41.7,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1980,40.3,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2017,46.3,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,2010,46,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1970,41.6,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1961,42.4,"307,825","6,926,068","CRI"
"Costa Rica","cr",4988,3152,1836,8.99,12.99,15.99,4,3,64072870931.603,1991,41.5,"307,825","6,926,068","CRI"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2017,29.4,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2005,26.8,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1999,28.1,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1994,28.5,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2018,29.3,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2006,26.9,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2008,27.8,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2007,27.2,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1996,28.4,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2009,28.3,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1989,28.6,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1991,28.5,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2014,29.5,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2015,29.5,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1992,28.5,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1988,28.4,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1990,28.6,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2011,29.1,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2019,29.3,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2000,27.7,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1993,28.5,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1998,28.3,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2016,29.4,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2010,28.7,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2013,29.5,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2012,29.3,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2003,26.9,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1995,28.4,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2002,27,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,1997,28.4,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2001,27.4,"119,162","4,168,272","HRV"
"Croatia","hr",2274,1675,599,9.03,11.29,13.54,2.26,2.25,62246206340.5469,2004,26.9,"119,162","4,168,272","HRV"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2000,22.6,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2016,25.8,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1987,24.1,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1976,24.3,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1977,24.2,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1983,22.9,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2005,23.7,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2010,25.1,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1997,22.1,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1993,22.8,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1985,22.7,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1982,23.2,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2001,22.8,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2019,26.9,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2011,25.2,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1992,23.2,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2007,24.2,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2013,25.2,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2002,23,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1998,22.3,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1979,23.9,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2015,25.9,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2006,24.2,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1991,22.7,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2004,23.1,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1981,23.4,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2014,25.7,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1988,23.1,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1984,22.8,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2012,25.3,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1989,22.6,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2018,26.7,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2003,23.1,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1996,21.9,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1994,22.1,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1978,24,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1999,22.5,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1980,23.7,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2020,27,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2017,26.3,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1986,23.3,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1995,22,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2008,24.6,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,1990,22.6,"951,883","33,296,863","DNK"
"Denmark","dk",4558,2978,1580,12,15.04,19.6,3.04,4.56,347561349210.979,2009,24.9,"951,883","33,296,863","DNK"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2011,32.5,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2002,34.7,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1994,33,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2020,30.6,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2003,34.5,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2016,31.6,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1998,35,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2005,33.7,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1993,32.3,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1997,34.6,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1996,34,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2009,31.9,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2010,32.2,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2013,33.3,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1995,33.5,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2008,31.9,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1992,31.2,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2000,35.3,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1990,29.1,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2012,32.9,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1991,30.2,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1989,28.6,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2015,32.3,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2018,30.7,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2019,30.6,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1988,28.1,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2004,34.2,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2006,33.1,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2017,31,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2014,33,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2001,35,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,2007,32.3,"54,382","1,902,284","EST"
"Estonia","ee",6456,4486,1970,9.03,11.29,13.54,2.26,2.25,31045591753.4901,1999,35.2,"54,382","1,902,284","EST"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2006,28.4,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1963,27.4,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1984,31.5,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2001,28,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1962,27.4,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1965,27.4,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1966,27.5,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2014,29.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1969,28,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2010,29.6,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1975,29.4,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1978,30,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1972,28.7,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2008,29.1,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1994,28.7,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2012,30.2,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1997,28.2,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1968,27.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1987,30.1,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2015,29.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1971,28.4,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1985,31.1,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1970,28.2,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2017,29.7,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2007,28.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1974,29.1,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1976,29.6,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1998,28.1,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1990,28.9,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1991,28.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1993,28.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1980,29.9,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1983,31.1,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1973,28.9,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2002,28,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1979,29.5,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1992,28.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1964,27.4,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1988,29.7,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1981,30.3,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1982,30.7,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2013,29.9,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1996,28.4,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1967,27.7,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1977,29.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1999,28,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2018,29.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2019,29.8,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2000,27.9,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2003,28.1,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2004,28.1,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2005,28.2,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1986,30.6,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2011,30.1,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1989,29.3,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,1995,28.6,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2016,29.7,"8,650,354","302,589,379","FRA"
"France","fr",5445,3604,1841,10.16,15.24,20.32,5.08,5.08,2728870246705.88,2009,29.4,"8,650,354","302,589,379","FRA"
